course_name,source_channel,tee_date,total_slots,occupied_slots,occupancy_percent,avg_minutes_available,average_price,min_price,max_price,market_min_price,market_avg_price,market_max_price,price_gap_percent,price_position_flag,demand_pressure,revenue_efficiency_score,as_of_date,avg_price,occ_percent,market_avg,market_min,market_max,avg_price_avg,Row,tee_time,brand_current_price,golfnow_current_price,teeoff_current_price,supremegolf_current_price,brand_availability_status,golfnow_availability_status,teeoff_availability_status,supremegolf_availability_status,overall_availability_status
pinehurst_links_club,teeoff,2025-08-29,65.3,29.25,56.51,5655.08,37.14,24.83,50.16,37.21,52.35,74.1,-33.24,BELOW_AVERAGE,LOW_DEMAND,4.59,2026-05-04,57.3,30.37,65.7,40.13,86.5,60.47,249.91,11:00 AM,56.1,54.17,60.45,58.13,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,teeoff,2025-08-29,51.14,2.46,5.84,5095.68,40.42,30.79,44.07,36.79,58.21,90.12,-37.18,BELOW_AVERAGE,LOW_DEMAND,3.23,2026-05-04,66.81,29.33,66.96,43.31,91.58,56.98,229.83,11:00 AM,56.14,61.52,55.29,67.11,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,teeoff,2025-08-29,61.12,60.0,109.06,405.0,59.24,31.59,79.3,42.21,55.69,76.53,7.51,ABOVE_AVERAGE,HIGH_DEMAND,4.54,2026-05-04,62.03,114.79,56.37,46.32,94.08,61.96,113.48,12:00 PM,60.58,58.27,58.7,68.52,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,golfnow,2025-08-29,96.61,98.68,110.1,10382.12,67.95,54.18,86.54,36.42,59.81,104.67,12.38,ABOVE_AVERAGE,HIGH_DEMAND,5.06,2026-05-05,75.8,-0.74,62.08,40.56,105.96,78.47,266.8,11:00 AM,54.92,55.47,59.64,64.68,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,golfnow,2025-08-30,74.4,66.56,109.69,5182.16,79.06,58.8,95.1,45.5,75.81,116.0,15.32,ABOVE_AVERAGE,HIGH_DEMAND,4.47,2026-05-04,59.95,32.82,59.33,41.69,93.57,65.67,265.08,11:00 AM,54.45,62.32,56.9,57.58,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,supremegolf,2025-08-30,57.25,22.98,52.88,8656.15,89.61,74.65,103.78,34.54,56.84,78.42,64.63,HIGHEST_IN_MARKET,LOW_DEMAND,3.41,2026-05-11,86.27,9.19,56.68,39.51,93.47,89.87,236.55,11:00 AM,61.29,60.44,63.94,66.66,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-08-30,64.03,63.08,123.7,7390.25,56.67,31.17,54.3,41.54,62.18,82.73,-5.24,BELOW_AVERAGE,HIGH_DEMAND,5.21,2026-05-04,61.2,27.86,56.93,44.56,92.34,62.94,224.33,11:00 AM,60.53,57.57,55.32,61.15,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,brand,2025-08-30,40.48,34.84,114.06,8982.16,44.96,24.59,51.52,41.39,59.12,78.4,-29.2,BELOW_AVERAGE,HIGH_DEMAND,6.34,2026-05-08,39.99,14.66,53.22,45.67,86.97,45.09,255.53,11:00 AM,53.83,55.3,56.58,63.87,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,supremegolf,2025-08-30,51.97,50.55,102.32,3530.79,37.24,39.86,40.24,41.55,57.14,85.74,-36.9,BELOW_AVERAGE,HIGH_DEMAND,5.82,2026-05-04,35.02,11.94,54.57,45.14,77.43,38.58,262.48,11:00 AM,54.27,57.43,63.81,60.36,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,supremegolf,2025-08-30,75.3,80.78,101.01,8434.48,54.95,36.14,69.25,38.58,62.31,83.65,6.67,ABOVE_AVERAGE,HIGH_DEMAND,4.7,2026-05-10,61.3,110.33,61.08,45.77,96.89,64.17,55.61,11:00 AM,62.62,61.36,59.14,68.75,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,teeoff,2025-08-30,85.43,2.4,2.82,822.39,68.44,58.76,82.7,38.51,66.36,120.28,-3.47,BELOW_AVERAGE,LOW_DEMAND,2.77,2026-05-04,57.93,28.13,61.65,39.94,99.46,62.61,231.44,11:00 AM,50.94,53.71,56.55,64.86,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,golfnow,2025-08-31,63.34,70.76,107.28,9926.05,70.43,57.59,82.41,36.61,65.04,109.82,17.31,ABOVE_AVERAGE,HIGH_DEMAND,4.69,2026-05-04,65.52,33.29,56.71,42.44,92.24,56.75,266.3,11:00 AM,50.48,52.0,55.55,56.6,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,golfnow,2025-08-31,40.99,36.37,118.79,9747.37,74.7,69.67,100.82,36.4,56.11,79.24,59.59,ABOVE_AVERAGE,HIGH_DEMAND,4.45,2026-05-04,66.84,30.06,56.63,41.32,85.88,65.57,232.87,11:00 AM,55.67,53.5,58.91,63.75,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,brand,2025-08-31,56.22,32.05,72.75,6429.74,57.06,42.71,64.22,40.33,54.23,71.58,-3.67,BELOW_AVERAGE,LOW_DEMAND,4.35,2026-05-04,65.27,32.08,58.95,38.67,88.06,66.24,228.85,11:00 AM,57.41,61.08,59.79,56.94,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,supremegolf,2025-08-31,19.3,16.14,92.77,4418.28,51.05,25.05,61.0,47.3,63.83,114.71,-38.5,BELOW_AVERAGE,MEDIUM_DEMAND,5.67,2026-05-07,32.88,8.89,67.67,43.09,97.47,38.28,264.52,11:00 AM,51.94,61.29,62.08,58.99,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,teeoff,2025-08-31,61.54,24.74,41.38,9279.38,42.09,27.51,40.05,40.67,52.56,90.76,-37.86,BELOW_AVERAGE,LOW_DEMAND,4.39,2026-05-05,40.96,7.55,56.16,45.14,91.84,37.49,240.14,11:00 AM,53.78,61.63,54.19,58.3,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,golfnow,2025-08-31,79.05,77.96,111.3,9324.42,64.03,34.3,81.18,37.42,55.2,82.14,5.76,ABOVE_AVERAGE,HIGH_DEMAND,4.74,2026-05-08,66.59,1.63,60.1,46.44,91.69,58.99,11.21,10:15 AM,53.67,61.96,58.64,71.15,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,supremegolf,2025-08-31,95.06,16.21,24.14,10760.66,48.17,41.72,61.42,36.3,60.72,90.08,-13.99,BELOW_AVERAGE,LOW_DEMAND,3.39,2026-05-07,52.36,-0.86,56.83,36.6,85.59,52.95,267.97,11:00 AM,53.69,58.56,61.3,68.98,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,supremegolf,2025-09-01,29.41,5.59,23.22,616.97,64.86,61.16,102.15,38.16,74.52,107.92,9.02,ABOVE_AVERAGE,LOW_DEMAND,3.03,2026-05-04,64.36,30.76,64.1,40.16,91.28,61.67,255.3,11:00 AM,52.19,60.39,58.29,60.96,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,brand,2025-09-01,56.09,52.41,113.0,7948.79,107.47,95.72,120.62,37.82,60.38,118.36,94.04,ABOVE_AVERAGE,HIGH_DEMAND,3.62,2026-05-04,66.48,28.89,61.58,39.87,91.11,64.27,230.25,11:00 AM,56.21,57.38,63.1,59.08,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-09-01,64.04,63.44,108.19,1919.21,52.01,29.26,63.57,35.89,61.54,79.4,-2.77,BELOW_AVERAGE,HIGH_DEMAND,5.2,2026-05-05,59.58,106.24,59.46,46.09,81.58,56.36,266.58,11:00 AM,53.16,55.63,54.29,61.74,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,supremegolf,2025-09-01,42.55,47.33,113.0,6906.17,40.22,24.49,52.93,40.96,61.56,114.47,-34.08,BELOW_AVERAGE,HIGH_DEMAND,5.91,2026-05-04,67.87,32.15,61.02,41.09,99.13,60.35,226.41,11:00 AM,57.71,58.03,57.46,63.63,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,teeoff,2025-09-01,77.75,75.05,106.52,9745.97,49.71,30.44,48.34,51.22,75.41,110.16,-39.84,BELOW_AVERAGE,HIGH_DEMAND,4.96,2026-05-04,60.43,28.79,60.25,38.55,103.4,62.58,261.02,11:00 AM,53.11,57.82,57.69,66.63,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,supremegolf,2025-09-01,24.47,25.15,98.73,3635.25,64.07,37.11,99.5,44.49,74.23,103.0,-2.53,BELOW_AVERAGE,MEDIUM_DEMAND,4.6,2026-05-06,55.88,30.25,69.1,50.44,92.12,59.96,327.47,3:00 PM,33.21,51.07,58.91,56.96,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,supremegolf,2025-09-01,51.75,50.95,115.31,3217.15,67.14,45.83,81.0,45.33,72.36,104.06,-2.71,BELOW_AVERAGE,HIGH_DEMAND,4.68,2026-05-07,57.13,31.11,68.38,53.76,96.96,71.15,266.27,11:00 AM,61.36,57.56,64.75,58.29,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,supremegolf,2025-09-02,51.01,47.43,113.74,3748.17,57.83,47.36,71.66,40.56,55.99,79.74,13.1,ABOVE_AVERAGE,HIGH_DEMAND,5.02,2026-05-06,58.62,99.63,61.26,44.04,89.25,65.17,268.57,11:00 AM,60.87,62.15,59.9,59.46,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,golfnow,2025-09-02,46.05,52.29,113.54,10422.11,78.66,71.28,109.97,40.08,53.03,87.17,68.39,ABOVE_AVERAGE,HIGH_DEMAND,4.35,2026-05-04,85.22,113.85,61.13,42.36,87.51,94.93,229.07,11:00 AM,51.76,56.99,59.03,63.35,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-09-02,69.77,61.56,103.85,6970.12,48.18,30.53,54.6,32.89,54.32,92.1,-3.19,BELOW_AVERAGE,HIGH_DEMAND,4.65,2026-05-04,57.26,33.08,58.06,43.6,86.28,64.46,225.7,11:00 AM,52.49,60.25,57.39,63.09,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,brand,2025-09-02,10.95,10.14,112.42,456.52,47.84,29.11,58.8,45.26,73.2,98.76,-40.82,BELOW_AVERAGE,HIGH_DEMAND,5.59,2026-05-04,34.54,111.31,67.36,35.5,103.14,35.61,249.96,11:00 AM,55.88,53.77,54.87,67.68,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,brand,2025-09-02,73.05,72.94,116.08,8409.45,36.98,29.26,38.46,36.6,60.48,90.93,-40.81,BELOW_AVERAGE,HIGH_DEMAND,6.27,2026-05-04,63.85,33.02,57.05,41.83,97.21,62.02,261.8,11:00 AM,59.54,62.42,58.91,59.7,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,supremegolf,2025-09-02,50.71,54.55,106.01,5086.6,70.06,41.74,91.28,45.83,70.67,110.84,5.19,ABOVE_AVERAGE,HIGH_DEMAND,4.61,2026-05-07,63.68,18.44,60.97,39.46,102.45,66.56,479.17,8:52 AM,56.47,66.74,54.64,68.53,NEVER_LISTED,SOLD_OUT,NEVER_LISTED,NEVER_LISTED,SOLD_OUT_EVERYWHERE
ironwood_golf_club,brand,2025-09-02,72.46,63.43,113.13,2205.23,45.32,33.77,57.37,41.43,54.77,87.95,-21.76,BELOW_AVERAGE,HIGH_DEMAND,5.95,2026-05-04,49.88,-0.72,60.95,37.01,91.83,48.13,227.39,11:00 AM,54.93,60.76,59.35,61.17,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,golfnow,2025-09-03,31.13,5.2,24.4,707.6,67.41,63.55,105.1,42.6,71.15,124.49,8.74,ABOVE_AVERAGE,LOW_DEMAND,3.52,2026-05-04,55.91,30.16,57.18,45.66,94.26,57.54,249.44,11:00 AM,51.15,59.81,65.72,66.92,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,brand,2025-09-03,59.22,25.08,47.51,8208.44,87.72,71.12,105.55,37.81,52.31,79.46,70.8,ABOVE_AVERAGE,LOW_DEMAND,3.64,2026-05-11,80.94,9.54,60.84,40.63,94.81,85.79,260.78,11:00 AM,55.67,59.56,54.72,66.5,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-09-03,67.26,65.13,114.31,7941.52,65.22,30.29,67.87,43.04,57.9,108.27,4.85,ABOVE_AVERAGE,HIGH_DEMAND,4.54,2026-05-04,57.34,32.8,63.45,42.76,102.66,62.83,231.22,11:00 AM,55.28,57.49,65.68,65.27,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,golfnow,2025-09-03,26.03,3.13,17.58,734.97,37.57,24.17,46.74,35.17,71.06,118.84,-45.57,BELOW_AVERAGE,LOW_DEMAND,3.57,2026-05-04,57.09,29.4,65.73,42.49,89.19,64.44,246.51,11:00 AM,50.63,61.19,55.85,62.9,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,golfnow,2025-09-03,68.72,61.6,113.51,9201.42,37.12,25.07,39.79,41.62,61.53,82.75,-41.43,LOWEST_IN_MARKET,HIGH_DEMAND,5.64,2026-05-04,65.25,31.34,66.59,45.71,102.0,61.88,254.05,11:00 AM,50.41,56.97,63.81,58.39,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,brand,2025-09-03,55.41,54.03,118.59,5063.79,59.97,37.31,79.2,47.22,73.52,108.29,-7.76,BELOW_AVERAGE,HIGH_DEMAND,4.46,2026-05-06,74.15,19.8,64.49,38.71,102.39,64.89,197.55,1:22 PM,70.46,67.82,77.55,84.42,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,brand,2025-09-03,65.16,58.46,106.62,3871.56,43.24,34.01,57.78,36.46,57.59,77.2,-21.75,BELOW_AVERAGE,HIGH_DEMAND,5.78,2026-05-04,57.03,-0.76,59.54,44.69,77.41,48.69,234.1,11:00 AM,57.66,53.16,62.06,63.55,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-09-04,68.87,66.54,119.02,10037.14,60.54,52.99,82.33,40.86,54.05,92.26,14.87,ABOVE_AVERAGE,HIGH_DEMAND,5.17,2026-05-04,60.84,30.68,64.23,42.17,100.64,57.33,248.83,11:00 AM,59.12,53.91,54.67,62.47,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,supremegolf,2025-09-04,43.05,42.16,121.83,3093.68,89.54,79.82,99.8,37.24,54.85,75.53,64.58,ABOVE_AVERAGE,HIGH_DEMAND,4.35,2026-05-06,84.32,109.42,55.32,45.58,84.99,92.21,268.17,11:00 AM,60.49,57.43,56.29,57.81,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,golfnow,2025-09-04,56.99,6.44,16.77,5092.74,46.7,34.4,61.95,38.91,51.9,81.27,-15.78,BELOW_AVERAGE,LOW_DEMAND,2.91,2026-05-04,57.95,28.11,66.22,38.59,87.95,61.94,239.47,11:00 AM,60.0,56.21,64.71,60.24,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,golfnow,2025-09-04,60.73,33.51,57.83,5679.71,36.1,27.76,46.24,36.18,58.13,81.35,-30.45,BELOW_AVERAGE,LOW_DEMAND,4.15,2026-05-04,63.07,29.86,65.94,41.36,101.57,64.56,241.48,11:00 AM,57.42,52.09,60.51,61.79,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,supremegolf,2025-09-04,37.59,32.93,107.63,3427.59,35.48,36.28,44.23,42.82,62.66,111.74,-50.36,BELOW_AVERAGE,HIGH_DEMAND,5.61,2026-05-04,40.04,32.99,67.1,43.1,104.24,37.85,235.32,11:00 AM,52.32,62.23,64.85,63.84,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,teeoff,2025-09-04,69.83,12.65,20.7,10983.0,54.64,35.74,79.59,36.6,55.73,81.16,9.24,ABOVE_AVERAGE,LOW_DEMAND,3.44,2026-05-11,67.03,3.45,59.32,40.36,91.82,64.27,480.69,8:37 AM,59.18,53.01,67.43,68.12,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,golfnow,2025-09-04,93.4,82.17,114.38,9668.17,49.84,38.84,57.21,39.4,58.5,90.42,-12.16,BELOW_AVERAGE,HIGH_DEMAND,4.98,2026-05-06,53.67,101.63,53.59,44.97,85.3,51.92,228.79,11:00 AM,55.76,60.33,64.55,60.84,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,golfnow,2025-09-05,18.04,19.78,109.81,11113.7,58.6,41.41,60.82,42.81,59.67,115.27,-9.85,BELOW_AVERAGE,MEDIUM_DEMAND,4.68,2026-05-04,58.4,-0.76,65.27,40.42,115.35,59.95,235.3,11:00 AM,50.89,62.25,65.77,67.53,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,teeoff,2025-09-05,8.86,-1.29,-1.83,8599.41,70.41,53.3,74.51,37.75,57.33,75.07,40.35,ABOVE_AVERAGE,LOW_DEMAND,2.73,2026-05-04,64.81,30.2,64.96,40.03,85.93,60.49,239.73,11:00 AM,59.14,57.46,61.69,66.04,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,brand,2025-09-05,7.19,8.61,95.46,1555.68,60.92,66.98,73.02,43.95,64.95,112.9,-3.06,BELOW_AVERAGE,MEDIUM_DEMAND,4.12,2026-05-07,63.82,91.71,67.83,52.03,105.7,61.99,241.15,11:00 AM,58.32,61.72,65.58,60.88,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,brand,2025-09-05,39.29,40.87,122.68,8714.45,42.24,26.48,55.21,39.73,54.86,91.86,-30.18,BELOW_AVERAGE,HIGH_DEMAND,5.55,2026-05-04,41.36,-0.81,55.4,44.32,90.02,44.77,248.08,11:00 AM,50.94,59.68,65.07,62.18,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,supremegolf,2025-09-05,31.4,27.07,100.02,7116.51,51.81,47.62,49.15,48.41,71.9,99.0,-34.28,BELOW_AVERAGE,HIGH_DEMAND,4.83,2026-05-08,47.75,23.36,72.32,41.23,109.34,54.35,240.72,11:00 AM,50.86,52.13,55.52,66.07,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,golfnow,2025-09-05,74.9,67.24,104.85,10587.69,56.1,30.92,71.83,35.95,61.21,91.11,6.79,ABOVE_AVERAGE,HIGH_DEMAND,5.05,2026-05-04,60.78,6.0,54.52,44.39,84.11,58.48,487.04,8:45 AM,59.55,55.06,60.47,71.67,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,brand,2025-09-05,87.11,2.05,3.58,5352.75,49.69,38.86,62.43,42.09,50.34,73.14,-11.34,BELOW_AVERAGE,LOW_DEMAND,3.07,2026-05-04,63.1,32.39,61.66,46.13,97.04,66.64,241.48,11:00 AM,60.82,53.5,57.47,59.18,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-09-06,35.55,37.84,113.76,5346.49,66.6,38.42,99.3,46.09,76.24,102.98,13.38,ABOVE_AVERAGE,HIGH_DEMAND,4.78,2026-05-05,63.32,23.09,63.26,33.23,114.23,63.99,272.92,11:00 AM,50.34,57.24,54.95,68.84,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,supremegolf,2025-09-06,62.77,54.6,109.65,9138.54,91.18,77.38,98.79,35.07,55.39,85.46,66.83,HIGHEST_IN_MARKET,HIGH_DEMAND,4.27,2026-05-04,67.44,30.84,59.85,46.16,85.3,63.79,248.25,11:00 AM,60.85,53.2,56.02,64.17,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-09-06,26.64,19.59,73.06,415.6,62.35,33.55,68.22,40.61,59.23,109.5,-2.37,BELOW_AVERAGE,MEDIUM_DEMAND,4.45,2026-05-04,56.44,32.54,60.84,40.85,103.84,57.76,265.51,11:00 AM,61.1,56.89,59.22,61.66,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,golfnow,2025-09-06,24.11,22.25,112.95,4736.97,41.44,25.69,68.98,43.0,77.12,110.41,-41.72,LOWEST_IN_MARKET,HIGH_DEMAND,5.04,2026-05-05,32.48,-0.83,69.45,36.37,103.41,42.57,256.28,11:00 AM,54.85,57.61,64.38,59.44,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,teeoff,2025-09-06,72.83,63.94,115.9,8421.69,39.2,25.35,42.39,39.62,54.15,88.47,-35.48,BELOW_AVERAGE,HIGH_DEMAND,5.5,2026-05-05,39.6,9.45,53.55,43.04,81.95,38.43,238.98,11:00 AM,60.58,53.44,64.95,67.76,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,teeoff,2025-09-06,77.02,73.3,112.68,8404.2,60.19,35.3,75.02,41.06,57.37,78.49,5.72,ABOVE_AVERAGE,HIGH_DEMAND,4.54,2026-05-09,57.9,2.48,59.21,46.11,81.21,63.62,44.36,10:52 AM,64.14,58.13,57.24,64.26,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,brand,2025-09-06,86.75,79.81,106.26,9344.1,61.2,38.73,76.54,38.2,69.86,83.07,-2.79,BELOW_AVERAGE,HIGH_DEMAND,4.78,2026-05-04,58.44,29.37,60.1,44.17,100.85,59.33,252.3,11:00 AM,53.59,62.36,61.3,57.45,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-09-07,54.29,49.96,110.72,3222.42,57.09,36.54,80.5,40.7,51.17,83.41,14.08,ABOVE_AVERAGE,HIGH_DEMAND,4.52,2026-05-06,61.03,114.95,58.12,48.32,90.06,57.32,235.02,11:00 AM,55.12,61.77,63.29,56.71,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,golfnow,2025-09-07,36.38,33.49,107.92,6331.86,99.0,71.93,128.75,49.26,63.52,111.24,58.63,ABOVE_AVERAGE,HIGH_DEMAND,3.64,2026-05-04,64.67,31.44,66.46,40.82,103.5,65.75,239.32,11:00 AM,56.24,62.14,63.32,58.61,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-09-07,71.37,58.79,113.91,7070.86,48.84,30.58,62.58,32.02,60.27,83.66,-3.05,BELOW_AVERAGE,HIGH_DEMAND,5.59,2026-05-04,62.95,30.96,63.35,46.34,99.14,63.4,269.42,11:00 AM,55.5,58.81,62.63,65.02,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,brand,2025-09-07,18.16,20.74,104.49,4400.53,41.7,28.68,59.19,40.98,64.38,112.0,-45.68,BELOW_AVERAGE,HIGH_DEMAND,5.0,2026-05-09,41.14,97.96,69.64,45.85,107.65,38.68,254.98,11:00 AM,56.03,54.45,60.46,59.58,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,golfnow,2025-09-07,33.37,35.36,98.63,8188.14,41.43,36.0,50.03,43.0,66.29,94.73,-38.17,BELOW_AVERAGE,HIGH_DEMAND,5.56,2026-05-04,63.92,32.13,57.11,38.56,86.37,56.42,229.24,11:00 AM,60.43,51.56,55.84,68.68,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,brand,2025-09-07,58.01,52.76,110.22,2647.04,51.04,36.04,68.32,37.41,67.36,96.41,-21.4,BELOW_AVERAGE,HIGH_DEMAND,5.46,2026-05-05,61.21,39.08,60.64,38.97,116.32,61.77,176.71,12:52 PM,54.95,62.34,66.11,69.55,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
